year,areakm,municipality,geocode_ibge,state
2000,42.51508404219654,Afonso Cunha,2100105,Maranhão
2001,1.6875090912700392,Afonso Cunha,2100105,Maranhão
2002,1.6875090912700392,Afonso Cunha,2100105,Maranhão
2003,3.9228758974381486,Afonso Cunha,2100105,Maranhão
2004,3.9228758974381486,Afonso Cunha,2100105,Maranhão
2005,1.3557886821211846,Afonso Cunha,2100105,Maranhão
2006,1.3557886821211846,Afonso Cunha,2100105,Maranhão
2007,3.786717002113587,Afonso Cunha,2100105,Maranhão
2008,3.786717002113587,Afonso Cunha,2100105,Maranhão
2009,1.8024462602730478,Afonso Cunha,2100105,Maranhão
2010,1.8024462602730478,Afonso Cunha,2100105,Maranhão
2011,0.9661012019557904,Afonso Cunha,2100105,Maranhão
2012,0.9661012019557904,Afonso Cunha,2100105,Maranhão
2013,0.5997970689410261,Afonso Cunha,2100105,Maranhão
2014,0.9845613947577995,Afonso Cunha,2100105,Maranhão
2015,8.254625441319916,Afonso Cunha,2100105,Maranhão
2016,5.729277017746802,Afonso Cunha,2100105,Maranhão
2017,18.178811465899834,Afonso Cunha,2100105,Maranhão
2018,6.627576683644623,Afonso Cunha,2100105,Maranhão
2019,8.303116415071587,Afonso Cunha,2100105,Maranhão
2020,7.185932135176018,Afonso Cunha,2100105,Maranhão
2021,3.2965968214783046,Afonso Cunha,2100105,Maranhão
2022,2.7472466652522507,Afonso Cunha,2100105,Maranhão
2023,4.186628069615927,Afonso Cunha,2100105,Maranhão
2024,1.805950433226745,Afonso Cunha,2100105,Maranhão
2000,93.31173863510386,Aldeias Altas,2100303,Maranhão
2001,14.06889242414226,Aldeias Altas,2100303,Maranhão
2002,14.06889242414226,Aldeias Altas,2100303,Maranhão
2003,24.52866437922931,Aldeias Altas,2100303,Maranhão
2004,24.52866437922931,Aldeias Altas,2100303,Maranhão
2005,25.203367396706284,Aldeias Altas,2100303,Maranhão
2006,25.203367396706284,Aldeias Altas,2100303,Maranhão
2007,43.6364358074055,Aldeias Altas,2100303,Maranhão
2008,43.6364358074055,Aldeias Altas,2100303,Maranhão
2009,26.18769596422421,Aldeias Altas,2100303,Maranhão
2010,26.18769596422421,Aldeias Altas,2100303,Maranhão
2011,5.779605922091382,Aldeias Altas,2100303,Maranhão
2012,5.779605922091382,Aldeias Altas,2100303,Maranhão
2013,2.3631021457531003,Aldeias Altas,2100303,Maranhão
2014,8.372906329609922,Aldeias Altas,2100303,Maranhão
2015,9.312876768864877,Aldeias Altas,2100303,Maranhão
2016,3.4972527727680975,Aldeias Altas,2100303,Maranhão
2017,6.9841614712928575,Aldeias Altas,2100303,Maranhão
2018,8.742853534837725,Aldeias Altas,2100303,Maranhão
2019,12.293774220594791,Aldeias Altas,2100303,Maranhão
2020,11.907539152210163,Aldeias Altas,2100303,Maranhão
2021,85.20353136318691,Aldeias Altas,2100303,Maranhão
2022,99.131739661938,Aldeias Altas,2100303,Maranhão
2023,54.036724158642784,Aldeias Altas,2100303,Maranhão
2024,48.13041370289921,Aldeias Altas,2100303,Maranhão
2000,278.66852068932945,Alto Alegre do Maranhão,2100436,Maranhão
2001,4.362172975623236,Alto Alegre do Maranhão,2100436,Maranhão
2002,4.362172975623236,Alto Alegre do Maranhão,2100436,Maranhão
2003,8.383284454008871,Alto Alegre do Maranhão,2100436,Maranhão
2004,8.383284454008871,Alto Alegre do Maranhão,2100436,Maranhão
2005,3.1973579988637293,Alto Alegre do Maranhão,2100436,Maranhão
2006,3.1973579988637293,Alto Alegre do Maranhão,2100436,Maranhão
2007,4.3557610443871395,Alto Alegre do Maranhão,2100436,Maranhão
2008,4.3557610443871395,Alto Alegre do Maranhão,2100436,Maranhão
2009,2.43049960707796,Alto Alegre do Maranhão,2100436,Maranhão
2010,2.43049960707796,Alto Alegre do Maranhão,2100436,Maranhão
2011,1.0356634562470148,Alto Alegre do Maranhão,2100436,Maranhão
2012,1.0356634562470148,Alto Alegre do Maranhão,2100436,Maranhão
2013,2.8292644533747304,Alto Alegre do Maranhão,2100436,Maranhão
2014,1.6622653419056803,Alto Alegre do Maranhão,2100436,Maranhão
2015,3.0003246397966277,Alto Alegre do Maranhão,2100436,Maranhão
2016,0.16284746902317854,Alto Alegre do Maranhão,2100436,Maranhão
2017,1.0736097968091685,Alto Alegre do Maranhão,2100436,Maranhão
2018,1.0619671729774542,Alto Alegre do Maranhão,2100436,Maranhão
2019,1.5644065707146853,Alto Alegre do Maranhão,2100436,Maranhão
2020,0.9054809894733686,Alto Alegre do Maranhão,2100436,Maranhão
2021,0.3740979335384256,Alto Alegre do Maranhão,2100436,Maranhão
2022,1.6860696981342722,Alto Alegre do Maranhão,2100436,Maranhão
2023,1.5415680215317584,Alto Alegre do Maranhão,2100436,Maranhão
2024,1.010228156626397,Alto Alegre do Maranhão,2100436,Maranhão
2000,509.5720540860937,Alto Parnaíba,2100501,Maranhão
2001,32.0305470271082,Alto Parnaíba,2100501,Maranhão
2002,32.0305470271082,Alto Parnaíba,2100501,Maranhão
2003,63.39805620810559,Alto Parnaíba,2100501,Maranhão
2004,63.39805620810559,Alto Parnaíba,2100501,Maranhão
2005,18.698534969379107,Alto Parnaíba,2100501,Maranhão
2006,18.698534969379107,Alto Parnaíba,2100501,Maranhão
2007,88.0912432277588,Alto Parnaíba,2100501,Maranhão
2008,88.0912432277588,Alto Parnaíba,2100501,Maranhão
2009,27.60580880354118,Alto Parnaíba,2100501,Maranhão
2010,27.60580880354118,Alto Parnaíba,2100501,Maranhão
2011,41.345823543393124,Alto Parnaíba,2100501,Maranhão
2012,41.345823543393124,Alto Parnaíba,2100501,Maranhão
2013,30.22743326576572,Alto Parnaíba,2100501,Maranhão
2014,13.133912058047311,Alto Parnaíba,2100501,Maranhão
2015,33.03630308957917,Alto Parnaíba,2100501,Maranhão
2016,59.569205388837375,Alto Parnaíba,2100501,Maranhão
2017,81.90983292567125,Alto Parnaíba,2100501,Maranhão
2018,17.098499067665635,Alto Parnaíba,2100501,Maranhão
2019,30.587533043330367,Alto Parnaíba,2100501,Maranhão
2020,38.870549938726334,Alto Parnaíba,2100501,Maranhão
2021,55.979649618076145,Alto Parnaíba,2100501,Maranhão
2022,141.0304103250334,Alto Parnaíba,2100501,Maranhão
2023,255.5465759173597,Alto Parnaíba,2100501,Maranhão
2024,70.57732460332049,Alto Parnaíba,2100501,Maranhão
2000,1079.3029874554913,Amarante do Maranhão,2100600,Maranhão
2001,41.15171143155041,Amarante do Maranhão,2100600,Maranhão
2002,41.15171143155041,Amarante do Maranhão,2100600,Maranhão
2003,30.117771684393837,Amarante do Maranhão,2100600,Maranhão
2004,30.117771684393837,Amarante do Maranhão,2100600,Maranhão
2005,76.60848737302673,Amarante do Maranhão,2100600,Maranhão
2006,76.60848737302673,Amarante do Maranhão,2100600,Maranhão
2007,92.06762346385668,Amarante do Maranhão,2100600,Maranhão
2008,92.06762346385668,Amarante do Maranhão,2100600,Maranhão
2009,21.859096834770412,Amarante do Maranhão,2100600,Maranhão
2010,21.859096834770412,Amarante do Maranhão,2100600,Maranhão
2011,22.12679942384697,Amarante do Maranhão,2100600,Maranhão
2012,22.12679942384697,Amarante do Maranhão,2100600,Maranhão
2013,28.349395622058413,Amarante do Maranhão,2100600,Maranhão
2014,36.091658160923075,Amarante do Maranhão,2100600,Maranhão
2015,31.40382489150636,Amarante do Maranhão,2100600,Maranhão
2016,26.26743074897539,Amarante do Maranhão,2100600,Maranhão
2017,23.07561520381993,Amarante do Maranhão,2100600,Maranhão
2018,20.083196249601013,Amarante do Maranhão,2100600,Maranhão
2019,26.805086051967375,Amarante do Maranhão,2100600,Maranhão
2020,15.592715061499156,Amarante do Maranhão,2100600,Maranhão
2021,24.002577339382793,Amarante do Maranhão,2100600,Maranhão
2022,30.95038343911031,Amarante do Maranhão,2100600,Maranhão
2023,17.40804048278248,Amarante do Maranhão,2100600,Maranhão
2024,14.402814440510822,Amarante do Maranhão,2100600,Maranhão
2000,0.1519735892886865,Anajatuba,2100709,Maranhão
2001,0,Anajatuba,2100709,Maranhão
2002,0,Anajatuba,2100709,Maranhão
2003,0,Anajatuba,2100709,Maranhão
2004,0,Anajatuba,2100709,Maranhão
2005,0,Anajatuba,2100709,Maranhão
2006,0,Anajatuba,2100709,Maranhão
2007,0,Anajatuba,2100709,Maranhão
2008,0,Anajatuba,2100709,Maranhão
2009,0,Anajatuba,2100709,Maranhão
2010,0,Anajatuba,2100709,Maranhão
2011,0,Anajatuba,2100709,Maranhão
2012,0,Anajatuba,2100709,Maranhão
2013,0,Anajatuba,2100709,Maranhão
2014,0,Anajatuba,2100709,Maranhão
2015,0,Anajatuba,2100709,Maranhão
2016,0,Anajatuba,2100709,Maranhão
2017,0,Anajatuba,2100709,Maranhão
2018,0,Anajatuba,2100709,Maranhão
2019,0,Anajatuba,2100709,Maranhão
2020,0,Anajatuba,2100709,Maranhão
2021,0,Anajatuba,2100709,Maranhão
2022,0,Anajatuba,2100709,Maranhão
2023,0,Anajatuba,2100709,Maranhão
2024,0,Anajatuba,2100709,Maranhão
2000,29.749527861990494,Anapurus,2100808,Maranhão
2001,6.170314580742751,Anapurus,2100808,Maranhão
2002,6.170314580742751,Anapurus,2100808,Maranhão
2003,9.963414944256604,Anapurus,2100808,Maranhão
2004,9.963414944256604,Anapurus,2100808,Maranhão
2005,13.49038621643095,Anapurus,2100808,Maranhão
2006,13.49038621643095,Anapurus,2100808,Maranhão
2007,19.549565714551832,Anapurus,2100808,Maranhão
2008,19.549565714551832,Anapurus,2100808,Maranhão
2009,29.062123869587584,Anapurus,2100808,Maranhão
2010,29.062123869587584,Anapurus,2100808,Maranhão
2011,9.873910246670352,Anapurus,2100808,Maranhão
2012,9.873910246670352,Anapurus,2100808,Maranhão
2013,1.830806314461615,Anapurus,2100808,Maranhão
2014,7.932636055080721,Anapurus,2100808,Maranhão
2015,4.906897862665476,Anapurus,2100808,Maranhão
2016,11.530967337686885,Anapurus,2100808,Maranhão
2017,10.00706050423684,Anapurus,2100808,Maranhão
2018,5.14622437366603,Anapurus,2100808,Maranhão
2019,1.7223908894176287,Anapurus,2100808,Maranhão
2020,10.315905728689685,Anapurus,2100808,Maranhão
2021,8.104743273071778,Anapurus,2100808,Maranhão
2022,18.023727041676022,Anapurus,2100808,Maranhão
2023,9.419844265270338,Anapurus,2100808,Maranhão
2024,15.131560578375462,Anapurus,2100808,Maranhão
2000,191.37938691702925,Araioses,2100907,Maranhão
2001,18.21714921999384,Araioses,2100907,Maranhão
2002,18.21714921999384,Araioses,2100907,Maranhão
2003,36.42259150442544,Araioses,2100907,Maranhão
2004,36.42259150442544,Araioses,2100907,Maranhão
2005,24.075310898128812,Araioses,2100907,Maranhão
2006,24.075310898128812,Araioses,2100907,Maranhão
2007,30.925412890482963,Araioses,2100907,Maranhão
2008,30.925412890482963,Araioses,2100907,Maranhão
2009,14.079583471064161,Araioses,2100907,Maranhão
2010,14.079583471064161,Araioses,2100907,Maranhão
2011,10.494046104196428,Araioses,2100907,Maranhão
2012,10.494046104196428,Araioses,2100907,Maranhão
2013,14.584100451006075,Araioses,2100907,Maranhão
2014,16.551623445921436,Araioses,2100907,Maranhão
2015,12.666006362506675,Araioses,2100907,Maranhão
2016,13.166770060615267,Araioses,2100907,Maranhão
2017,7.808081567119126,Araioses,2100907,Maranhão
2018,21.10587493517028,Araioses,2100907,Maranhão
2019,9.150961181062902,Araioses,2100907,Maranhão
2020,12.576363898184828,Araioses,2100907,Maranhão
2021,7.2038863602998875,Araioses,2100907,Maranhão
2022,8.167626526671611,Araioses,2100907,Maranhão
2023,6.602482152070637,Araioses,2100907,Maranhão
2024,7.733018047884483,Araioses,2100907,Maranhão
2000,30.6879411354523,Arame,2100956,Maranhão
2001,1.3463557999724598,Arame,2100956,Maranhão
2002,1.3463557999724598,Arame,2100956,Maranhão
2003,0.307715350729161,Arame,2100956,Maranhão
2004,0.307715350729161,Arame,2100956,Maranhão
2005,0.09347741686921171,Arame,2100956,Maranhão
2006,0.09347741686921171,Arame,2100956,Maranhão
2007,0.5873084670796758,Arame,2100956,Maranhão
2008,0.5873084670796758,Arame,2100956,Maranhão
2009,0.5125285344521595,Arame,2100956,Maranhão
2010,0.5125285344521595,Arame,2100956,Maranhão
2011,0.08617081951869497,Arame,2100956,Maranhão
2012,0.08617081951869497,Arame,2100956,Maranhão
2013,0.426222347900385,Arame,2100956,Maranhão
2014,0.29890495594517036,Arame,2100956,Maranhão
2015,0,Arame,2100956,Maranhão
2016,0.0023517757794596253,Arame,2100956,Maranhão
2017,0,Arame,2100956,Maranhão
2018,0.05133544138662563,Arame,2100956,Maranhão
2019,0.009063270355361896,Arame,2100956,Maranhão
2020,0.37324789160434857,Arame,2100956,Maranhão
2021,0.18336518937689683,Arame,2100956,Maranhão
2022,0.13855900371272606,Arame,2100956,Maranhão
2023,0.03486092112792011,Arame,2100956,Maranhão
2024,0.07399508064377122,Arame,2100956,Maranhão
2000,11.590797894537483,Arari,2101004,Maranhão
2001,9.434421625060818,Arari,2101004,Maranhão
2002,9.434421625060818,Arari,2101004,Maranhão
2003,0.8685590139017989,Arari,2101004,Maranhão
2004,0.8685590139017989,Arari,2101004,Maranhão
2005,2.8860595010078045,Arari,2101004,Maranhão
2006,2.8860595010078045,Arari,2101004,Maranhão
2007,7.759496975282559,Arari,2101004,Maranhão
2008,7.759496975282559,Arari,2101004,Maranhão
2009,0.5181808651262056,Arari,2101004,Maranhão
2010,0.5181808651262056,Arari,2101004,Maranhão
2011,0.5593222231906072,Arari,2101004,Maranhão
2012,0.5593222231906072,Arari,2101004,Maranhão
2013,0.5073580188687243,Arari,2101004,Maranhão
2014,0.3795794766415071,Arari,2101004,Maranhão
2015,0.46258795455659724,Arari,2101004,Maranhão
2016,0.3662338206594558,Arari,2101004,Maranhão
2017,1.1940832037629787,Arari,2101004,Maranhão
2018,0.8329308085814358,Arari,2101004,Maranhão
2019,1.7187472455508679,Arari,2101004,Maranhão
2020,1.2150181793083283,Arari,2101004,Maranhão
2021,0.24449114894678464,Arari,2101004,Maranhão
2022,0.9260044318393875,Arari,2101004,Maranhão
2023,0.3438776050073586,Arari,2101004,Maranhão
2024,0.41770220109650613,Arari,2101004,Maranhão
2000,599.4774257106662,Bacabal,2101202,Maranhão
2001,0.9609721260262998,Bacabal,2101202,Maranhão
2002,0.9609721260262998,Bacabal,2101202,Maranhão
2003,1.2036832309314096,Bacabal,2101202,Maranhão
2004,1.2036832309314096,Bacabal,2101202,Maranhão
2005,0.5093374290698413,Bacabal,2101202,Maranhão
2006,0.5093374290698413,Bacabal,2101202,Maranhão
2007,2.197628464857498,Bacabal,2101202,Maranhão
2008,2.197628464857498,Bacabal,2101202,Maranhão
2009,0.19991856550160442,Bacabal,2101202,Maranhão
2010,0.19991856550160442,Bacabal,2101202,Maranhão
2011,0.0336192916452405,Bacabal,2101202,Maranhão
2012,0.0336192916452405,Bacabal,2101202,Maranhão
2013,0.49450269971795463,Bacabal,2101202,Maranhão
2014,0.14407484576249913,Bacabal,2101202,Maranhão
2015,0.3439646095997163,Bacabal,2101202,Maranhão
2016,0.10161317845497324,Bacabal,2101202,Maranhão
2017,0.026243498192810556,Bacabal,2101202,Maranhão
2018,0.04184718729750439,Bacabal,2101202,Maranhão
2019,0.04368169334164518,Bacabal,2101202,Maranhão
2020,0.1849785163117554,Bacabal,2101202,Maranhão
2021,0.0748174877569041,Bacabal,2101202,Maranhão
2022,0.07746062803839601,Bacabal,2101202,Maranhão
2023,0.08406109777349594,Bacabal,2101202,Maranhão
2024,0,Bacabal,2101202,Maranhão
2000,1712.3669973554531,Balsas,2101400,Maranhão
2001,160.22903694860577,Balsas,2101400,Maranhão
2002,160.22903694860577,Balsas,2101400,Maranhão
2003,234.45493151503996,Balsas,2101400,Maranhão
2004,234.45493151503996,Balsas,2101400,Maranhão
2005,102.37788376320131,Balsas,2101400,Maranhão
2006,102.37788376320131,Balsas,2101400,Maranhão
2007,145.5714427563221,Balsas,2101400,Maranhão
2008,145.5714427563221,Balsas,2101400,Maranhão
2009,80.7112595993682,Balsas,2101400,Maranhão
2010,80.7112595993682,Balsas,2101400,Maranhão
2011,49.11740386681466,Balsas,2101400,Maranhão
2012,49.11740386681466,Balsas,2101400,Maranhão
2013,115.43275707472748,Balsas,2101400,Maranhão
2014,201.81626965318432,Balsas,2101400,Maranhão
2015,65.58625767308006,Balsas,2101400,Maranhão
2016,109.43102338023621,Balsas,2101400,Maranhão
2017,119.2831471097615,Balsas,2101400,Maranhão
2018,95.15405384227466,Balsas,2101400,Maranhão
2019,108.98421807154901,Balsas,2101400,Maranhão
2020,222.50642607152992,Balsas,2101400,Maranhão
2021,244.59343990977794,Balsas,2101400,Maranhão
2022,433.723614576451,Balsas,2101400,Maranhão
2023,319.07825348931135,Balsas,2101400,Maranhão
2024,187.62759214505232,Balsas,2101400,Maranhão
2000,2080.920096463637,Barra do Corda,2101608,Maranhão
2001,66.52092957864316,Barra do Corda,2101608,Maranhão
2002,66.52092957864316,Barra do Corda,2101608,Maranhão
2003,27.375179896822424,Barra do Corda,2101608,Maranhão
2004,27.375179896822424,Barra do Corda,2101608,Maranhão
2005,28.958976151054912,Barra do Corda,2101608,Maranhão
2006,28.958976151054912,Barra do Corda,2101608,Maranhão
2007,143.04575473734542,Barra do Corda,2101608,Maranhão
2008,143.04575473734542,Barra do Corda,2101608,Maranhão
2009,67.21973689608738,Barra do Corda,2101608,Maranhão
2010,67.21973689608738,Barra do Corda,2101608,Maranhão
2011,42.28629352105669,Barra do Corda,2101608,Maranhão
2012,42.28629352105669,Barra do Corda,2101608,Maranhão
2013,17.603714586264378,Barra do Corda,2101608,Maranhão
2014,30.679700525260923,Barra do Corda,2101608,Maranhão
2015,12.340862966528874,Barra do Corda,2101608,Maranhão
2016,21.74746005193696,Barra do Corda,2101608,Maranhão
2017,16.87744529958885,Barra do Corda,2101608,Maranhão
2018,17.18205156673983,Barra do Corda,2101608,Maranhão
2019,21.94621645202415,Barra do Corda,2101608,Maranhão
2020,13.59462736107353,Barra do Corda,2101608,Maranhão
2021,24.820203282510608,Barra do Corda,2101608,Maranhão
2022,28.759554646930848,Barra do Corda,2101608,Maranhão
2023,42.102721963502326,Barra do Corda,2101608,Maranhão
2024,37.18800282205088,Barra do Corda,2101608,Maranhão
2000,95.92457495754843,Barreirinhas,2101707,Maranhão
2001,10.537134097361122,Barreirinhas,2101707,Maranhão
2002,10.537134097361122,Barreirinhas,2101707,Maranhão
2003,27.9827975215075,Barreirinhas,2101707,Maranhão
2004,27.9827975215075,Barreirinhas,2101707,Maranhão
2005,38.900492327407335,Barreirinhas,2101707,Maranhão
2006,38.900492327407335,Barreirinhas,2101707,Maranhão
2007,22.974926208755026,Barreirinhas,2101707,Maranhão
2008,22.974926208755026,Barreirinhas,2101707,Maranhão
2009,21.73093688089176,Barreirinhas,2101707,Maranhão
2010,21.73093688089176,Barreirinhas,2101707,Maranhão
2011,15.228187619313669,Barreirinhas,2101707,Maranhão
2012,15.228187619313669,Barreirinhas,2101707,Maranhão
2013,3.243479412330003,Barreirinhas,2101707,Maranhão
2014,24.82954571700741,Barreirinhas,2101707,Maranhão
2015,7.67427853861248,Barreirinhas,2101707,Maranhão
2016,5.250199186546181,Barreirinhas,2101707,Maranhão
2017,16.62541687315481,Barreirinhas,2101707,Maranhão
2018,19.555412260442246,Barreirinhas,2101707,Maranhão
2019,9.414468946114235,Barreirinhas,2101707,Maranhão
2020,7.875493467906474,Barreirinhas,2101707,Maranhão
2021,6.878272436850323,Barreirinhas,2101707,Maranhão
2022,8.257047624318353,Barreirinhas,2101707,Maranhão
2023,4.578153609594724,Barreirinhas,2101707,Maranhão
2024,7.89216422147068,Barreirinhas,2101707,Maranhão
2000,62.79309857059372,Barão de Grajaú,2101509,Maranhão
2001,2.7351643024382852,Barão de Grajaú,2101509,Maranhão
2002,2.7351643024382852,Barão de Grajaú,2101509,Maranhão
2003,11.724842136452251,Barão de Grajaú,2101509,Maranhão
2004,11.724842136452251,Barão de Grajaú,2101509,Maranhão
2005,2.546173525151505,Barão de Grajaú,2101509,Maranhão
2006,2.546173525151505,Barão de Grajaú,2101509,Maranhão
2007,18.994008868945105,Barão de Grajaú,2101509,Maranhão
2008,18.994008868945105,Barão de Grajaú,2101509,Maranhão
2009,3.450886415444478,Barão de Grajaú,2101509,Maranhão
2010,3.450886415444478,Barão de Grajaú,2101509,Maranhão
2011,2.481498225901558,Barão de Grajaú,2101509,Maranhão
2012,2.481498225901558,Barão de Grajaú,2101509,Maranhão
2013,12.934361566900105,Barão de Grajaú,2101509,Maranhão
2014,8.776648482005882,Barão de Grajaú,2101509,Maranhão
2015,2.268858658378237,Barão de Grajaú,2101509,Maranhão
2016,2.4234187711622863,Barão de Grajaú,2101509,Maranhão
2017,3.301950129938453,Barão de Grajaú,2101509,Maranhão
2018,7.6062292272640954,Barão de Grajaú,2101509,Maranhão
2019,2.599635386385601,Barão de Grajaú,2101509,Maranhão
2020,4.159669872668354,Barão de Grajaú,2101509,Maranhão
2021,9.505893138339388,Barão de Grajaú,2101509,Maranhão
2022,13.67765404921936,Barão de Grajaú,2101509,Maranhão
2023,83.7490920193601,Barão de Grajaú,2101509,Maranhão
2024,65.57555560850138,Barão de Grajaú,2101509,Maranhão
2000,10.343720319878607,Belágua,2101731,Maranhão
2001,1.8176754783674773,Belágua,2101731,Maranhão
2002,1.8176754783674773,Belágua,2101731,Maranhão
2003,2.5950360622533517,Belágua,2101731,Maranhão
2004,2.5950360622533517,Belágua,2101731,Maranhão
2005,4.379564002520332,Belágua,2101731,Maranhão
2006,4.379564002520332,Belágua,2101731,Maranhão
2007,14.448574120974712,Belágua,2101731,Maranhão
2008,14.448574120974712,Belágua,2101731,Maranhão
2009,8.411226349475356,Belágua,2101731,Maranhão
2010,8.411226349475356,Belágua,2101731,Maranhão
2011,2.605736493169016,Belágua,2101731,Maranhão
2012,2.605736493169016,Belágua,2101731,Maranhão
2013,0.3377745199641175,Belágua,2101731,Maranhão
2014,6.986305431616476,Belágua,2101731,Maranhão
2015,0.5421818561109032,Belágua,2101731,Maranhão
2016,0.7818091969405714,Belágua,2101731,Maranhão
2017,2.767804674490226,Belágua,2101731,Maranhão
2018,5.406391754636121,Belágua,2101731,Maranhão
2019,0.9589857913180149,Belágua,2101731,Maranhão
2020,1.8041302558844914,Belágua,2101731,Maranhão
2021,1.6219499983463876,Belágua,2101731,Maranhão
2022,1.7430230961845437,Belágua,2101731,Maranhão
2023,3.817756030546369,Belágua,2101731,Maranhão
2024,2.2276310487896898,Belágua,2101731,Maranhão
2000,39.366562518208596,Benedito Leite,2101806,Maranhão
2001,3.769536556023108,Benedito Leite,2101806,Maranhão
2002,3.769536556023108,Benedito Leite,2101806,Maranhão
2003,11.684555928947322,Benedito Leite,2101806,Maranhão
2004,11.684555928947322,Benedito Leite,2101806,Maranhão
2005,12.617305145607215,Benedito Leite,2101806,Maranhão
2006,12.617305145607215,Benedito Leite,2101806,Maranhão
2007,17.079974140804886,Benedito Leite,2101806,Maranhão
2008,17.079974140804886,Benedito Leite,2101806,Maranhão
2009,2.3720892482718976,Benedito Leite,2101806,Maranhão
2010,2.3720892482718976,Benedito Leite,2101806,Maranhão
2011,8.511379221811533,Benedito Leite,2101806,Maranhão
2012,8.511379221811533,Benedito Leite,2101806,Maranhão
2013,24.781467608628816,Benedito Leite,2101806,Maranhão
2014,18.454560547732765,Benedito Leite,2101806,Maranhão
2015,7.265427266423446,Benedito Leite,2101806,Maranhão
2016,16.354487104116213,Benedito Leite,2101806,Maranhão
2017,23.583476254345157,Benedito Leite,2101806,Maranhão
2018,7.453844300435826,Benedito Leite,2101806,Maranhão
2019,2.747888190544247,Benedito Leite,2101806,Maranhão
2020,15.975694020916311,Benedito Leite,2101806,Maranhão
2021,5.992497254234895,Benedito Leite,2101806,Maranhão
2022,10.641957048571369,Benedito Leite,2101806,Maranhão
2023,19.22838467829658,Benedito Leite,2101806,Maranhão
2024,54.69073331001943,Benedito Leite,2101806,Maranhão
2000,233.7233275903596,Bernardo do Mearim,2101939,Maranhão
2001,0.2228334880193947,Bernardo do Mearim,2101939,Maranhão
2002,0.2228334880193947,Bernardo do Mearim,2101939,Maranhão
2003,2.131239117747089,Bernardo do Mearim,2101939,Maranhão
2004,2.131239117747089,Bernardo do Mearim,2101939,Maranhão
2005,0.6812909539342791,Bernardo do Mearim,2101939,Maranhão
2006,0.6812909539342791,Bernardo do Mearim,2101939,Maranhão
2007,1.1889190592124586,Bernardo do Mearim,2101939,Maranhão
2008,1.1889190592124586,Bernardo do Mearim,2101939,Maranhão
2009,0.7410932818796278,Bernardo do Mearim,2101939,Maranhão
2010,0.7410932818796278,Bernardo do Mearim,2101939,Maranhão
2011,0.4337326641720853,Bernardo do Mearim,2101939,Maranhão
2012,0.4337326641720853,Bernardo do Mearim,2101939,Maranhão
2013,0,Bernardo do Mearim,2101939,Maranhão
2014,0,Bernardo do Mearim,2101939,Maranhão
2015,0,Bernardo do Mearim,2101939,Maranhão
2016,0.12178635585701023,Bernardo do Mearim,2101939,Maranhão
2017,0.3757720833539491,Bernardo do Mearim,2101939,Maranhão
2018,0.022616870045037,Bernardo do Mearim,2101939,Maranhão
2019,0.13349477973927992,Bernardo do Mearim,2101939,Maranhão
2020,0.09972576407184497,Bernardo do Mearim,2101939,Maranhão
2021,0.07174755955439201,Bernardo do Mearim,2101939,Maranhão
2022,0.4637970365584108,Bernardo do Mearim,2101939,Maranhão
2023,0.18355578673922784,Bernardo do Mearim,2101939,Maranhão
2024,0.31932699214722,Bernardo do Mearim,2101939,Maranhão
2000,14.175824583414759,Bom Lugar,2102077,Maranhão
2001,0,Bom Lugar,2102077,Maranhão
2002,0,Bom Lugar,2102077,Maranhão
2003,0,Bom Lugar,2102077,Maranhão
2004,0,Bom Lugar,2102077,Maranhão
2005,0,Bom Lugar,2102077,Maranhão
2006,0,Bom Lugar,2102077,Maranhão
2007,0,Bom Lugar,2102077,Maranhão
2008,0,Bom Lugar,2102077,Maranhão
2009,0,Bom Lugar,2102077,Maranhão
2010,0,Bom Lugar,2102077,Maranhão
2011,0,Bom Lugar,2102077,Maranhão
2012,0,Bom Lugar,2102077,Maranhão
2013,0,Bom Lugar,2102077,Maranhão
2014,0,Bom Lugar,2102077,Maranhão
2015,0,Bom Lugar,2102077,Maranhão
2016,0,Bom Lugar,2102077,Maranhão
2017,0,Bom Lugar,2102077,Maranhão
2018,0,Bom Lugar,2102077,Maranhão
2019,0,Bom Lugar,2102077,Maranhão
2020,0,Bom Lugar,2102077,Maranhão
2021,0,Bom Lugar,2102077,Maranhão
2022,0,Bom Lugar,2102077,Maranhão
2023,0,Bom Lugar,2102077,Maranhão
2024,0,Bom Lugar,2102077,Maranhão
2000,63.6824738413579,Brejo,2102101,Maranhão
2001,19.387096728702918,Brejo,2102101,Maranhão
2002,19.387096728702918,Brejo,2102101,Maranhão
2003,35.75736643617727,Brejo,2102101,Maranhão
2004,35.75736643617727,Brejo,2102101,Maranhão
2005,17.840116229295944,Brejo,2102101,Maranhão
2006,17.840116229295944,Brejo,2102101,Maranhão
2007,36.97674854123724,Brejo,2102101,Maranhão
2008,36.97674854123724,Brejo,2102101,Maranhão
2009,19.834012668524746,Brejo,2102101,Maranhão
2010,19.834012668524746,Brejo,2102101,Maranhão
2011,10.161013421829914,Brejo,2102101,Maranhão
2012,10.161013421829914,Brejo,2102101,Maranhão
2013,2.473196656397079,Brejo,2102101,Maranhão
2014,10.651729450129423,Brejo,2102101,Maranhão
2015,2.1717266903171257,Brejo,2102101,Maranhão
2016,9.39847848009382,Brejo,2102101,Maranhão
2017,6.640336110201874,Brejo,2102101,Maranhão
2018,8.470354549120087,Brejo,2102101,Maranhão
